Analysis group,Analysis number,Analysis name,Subgroup,Subgroup number,Applicability,Study,Study year,GIV Mean,GIV SE,Experimental mean,Experimental SD,Experimental cases,Experimental N,Control mean,Control SD,Control cases,Control N,O-E,Variance,Weight,Mean,CI start,CI end,Footnotes,Bias arising from the randomization process (judgement),Bias arising from the randomization process (support),Bias due to deviations from intended interventions (judgement),Bias due to deviations from intended interventions (support),Bias due to missing outcome data (judgement),Bias due to missing outcome data (support),Bias in measurement of the outcome (judgement),Bias in measurement of the outcome (support),Bias in selection of the reported result (judgement),Bias in selection of the reported result (support),Overall bias (judgement),Overall bias (support)
4,3,N° of participants who withdrew at the end of follow-up,CIS,2,SUBGROUP_AND_OVERALL,Leist 2014,2014,,,,,118,411,,,31,206,,,24.947618,1.907857,1.333146,2.730321,,Low risk,"<p>""Randomisation was done using a central web-based randomisation system and was stratified by geographic region. Masking was maintained nusing a two-physician model (both doctors were masked)"".<br />""Baseline patient demographics and disease characteristics were well balanced across treatment groups"".</p>",Some concerns,"<p>""Masking was maintained using a two-physician model: the treating physician supervised study medication administration, and recorded and treated adverse events and MS relapses; the evaluating physician assessed all neurological findings and relapses, and was additionally masked to patient laboratory data. Patients were unaware of their treatment assignment"". ""Treatment discontinuation in all groups was common and the most common reasons were patient’s decision, termination of the trial or a Health Authority or sponsor request to stop treatment. Another common reason for withdrawal under the category of “other” was not meeting retreatment criteria according to protocol"". <br />There has been only a description of the analysis and sponsor stopped the trial before prematurely .</p>",Low risk,"<p>""At the end of the study, 149 (24%) patients had permanently discontinued treatment"", but less than 1% were lost to follow up.</p>",Low risk,<p>Methods of measuring the outcome were appropriate. Outcome assessors were blinded to intervention status.</p>,Some concerns,"<p>Authors would tollerate 10% of dropout, and they decided to stop trials as the drop out were high.</p>",Some concerns,"<p>""Randomisation was done using a central web-based randomisation system and was stratified by geographic region. <br />Baseline patient demographics and disease characteristics were well balanced across treatment groups"".</p><p>""Masking was maintained using a two-physician model: the treating physician supervised study medication administration, and recorded and treated adverse events and MS relapses; the evaluating physician assessed all neurological findings and relapses, and was additionally masked to patient laboratory data. Patients were unaware of their treatment assignment"".</p><p>"" Treatment discontinuation in all groups was common and the most common reasons were patient’s decision, termination of the trial or a Health Authority or sponsor request to stop treatment.<br />Another common reason for withdrawal under the category of “other” was not meeting retreatment criteria according to protocol"". <br />There has been only a description of the analysis and sponsor stopped the trial before prematurely.</p><p>"" At the end of the study, 24% of patients had permanently discontinued treatment"", but less than 1% were lost to follow up.</p><p>Methods of measuring the outcome were appropriate. Outcome assessors were blinded to intervention status.</p><p>Authors would tollerate 10% of dropout, and they decided to stop trials as the drop out were high.</p>"
4,3,N° of participants who withdrew at the end of follow-up,SP/PP,3,SUBGROUP_AND_OVERALL,Rice 2000,2000,,,,,4,105,,,0,54,,,3.913919,4.669811,0.256042,85.170006,,High risk,"<p>""Patients were assigned to one of three parallel treatment groups according to a computer-generated randomization schedule stratifyed by baseline disease severity and site"".<br />We believe that the pattern of disease is well different, in fact 36 patients in placebo group were different from 26 and 29 present in the other 2 groups and EDSS score at entry group there were 25 less severe patients over 75 compared to 31 vs 69 and 30 vs 70.<br />No information about concealment allocation.</p>",Some concerns,"<p>To receive a subsequent course of blinded study drug, patients were required to meet the haematologic criteria, which were based on the results of a CBC obtained 2 to 4 days before each dosing period. For a patient who did not meet these criteria, placebo was substituted for the active drug for that dosing period. <br />""3% patients withdrew voluntarily from the study"" before completion of the double-blind phase"" (3 from the low-dose cladribine group and1 from the higher-dose group) and appropriate analysis was not done.</p>",Low risk,"<p>All patients randomized to receive double-blind therapy received at least one dose of the study drug, and all are included in the efficacy analysis; 97% patients completed the double-blind phase.</p>",Low risk,<p>The method of measuring the outcome was appropiate</p>,Some concerns,<p>There is not any prespecified analysis in the published report.&nbsp;</p>,High risk,"<p>""Patients were assigned to one of three parallel treatment groups according to a<br>
 computer-generated randomization schedule stratified by baseline disease severity and site"". No information about concealment allocation<br>
 We believe that 36 patients in placebo group were different from 26 and 29 present in the other 2 groups, in fact in the EDSS score at entry group there were 25 less severe patients over 75 compared to 31 vs 69 and 30 vs 70.""</p>
<p>To receive a subsequent course of blinded study drug, patients were required to meet the hematologic criteria, which were based on the results of a CBC obtained 2 to 4 days before each dosing period. For a patient who did not meet these criteria, placebo was substituted for the active drug for that dosing period.&nbsp;<br>
 3% patients withdrew voluntarily from the study before completion of the double-blind phase (3 from the low-dose cladribine group and1 from the higher-dose group) and appropiate analysis was not done.</p>
<p>All patients randomized to receive double-blind therapy received at least one dose of the study drug, and all are included in the efficacy analysis; 97% patients completed the double-blind phase.</p>
<p>The method of measuring the outcome was appropiate.</p>
<p>There is not any prespecified analysis plan in the published report.&nbsp;</p>"
4,3,N° of participants who withdrew at the end of follow-up,SP/PP,3,SUBGROUP_AND_OVERALL,Sipe 1994,1994,,,,,3,27,,,1,24,,,6.180244,2.666667,0.296849,23.955306,,High risk,"<p>Initially, 24 pairs of patients ""were matched for age, gender and disease severity"". Each matched pair ""was randomised by the statistician using random number tables, so that one patient was assigned to the cladribine group and the other to the placebo group"" (we do not know which patient started treatment first, number 1 or 2). In our opinion, this mechanism was biased. In addition, the authors replaced 2 patients lost to FU initially attributed to cladribine without considering their pairs with placebo. Demographic characteristics of patients at baseline are shown in Table 1.</p>",High risk,"<p>Throughout the study, patients, neurologists, nurses, and the neuro radiologist were unaware of the treatment assigned to each patient. Cladribine causes no symptoms on infusion and cannot be distinguished from placebo by patients or professional staff. One investigator was unblind to treatment to check side effects, in fact 4 patients who received cladribine and 2 who received placebo had infusion delayed. This condition of blood count verification in our opinion could have made the treatment predictable. </p><p>The intention to treat is declared but not applicated.<br />There have been several withdrawn and patients were substituted by other people. <br />Two patients lost in the treatment group in 24 couples were substituted, 1 patient lost in placebo group was not substituted.</p>",Low risk,<p>No concerns about this domain.</p>,High risk,"<p>""Masking was maintained using a 2 physician model (both doctors were masked) the treating physician supervised study medication administration"". </p><p>There was an unblinded investigator who substitued withdrawn patients. We do not know his role in evaluating outcome in all patients, two patients dropped out but these two patients were substituted with other two patients who were treated with drug intervention. For this reason we believe that trialists were aware of the treatment</p>",Low risk,<p>No concerns about this domain.</p>,High risk,"<p>""Masking was maintained using a 2 physician model (both doctors were masked) the treating physician supervised study medication administration"". </p><p>There was an unblinded investigator who substitued withdrawn patients. We do not know his role in evaluating outcome in all patients, two patients dropped out but these two patients were substituted with other two patients who were treated with drug intervention. For this reason we believe that trialists were aware of the treatment.</p>"
4,4,N° of participants with at least one adverse event at the end of follow-up,RR/RP,1,SUBGROUP_AND_OVERALL,Giovannoni 2010,2010,,,,,728,884,,,319,435,,,34.492612,1.122995,1.052994,1.197649,,Some concerns,"<p>""Randomisation was performed with the use of a central system and a computer-generated treatment randomisation code, with dynamic allocation by site in permuted blocks of six"".<br />""The demographic and clinical characteristics of the ITT population were generally well-balanced across the three study groups, although patients receiving 3.5 mg of cladribine/Kg had a shorter significative mean duration of disease"".</p>",Low risk,"<p>""To maintain the double-blind nature of the study, all patients within a weight range, received the same number of tablets (cladribine or matched placebo)"".<br />Safety analysis excluded 2/3/2 patients in the three groups and were equally distributed.</p>",Low risk,"<p>Lost at follow up were 4 pz in P group, 8 pz in 3.5 Cladribine group and 11 pt in 5.2 cladribine group; for this reason we think that they are almost all patients.</p>",Low risk,"<p>Authors used MeDRA definitions for symptoms, ""that were reported by at least 10% of the patients in any group"". Severity of the event was classified ""according to the following: mild (symptom is easily tolerated); moderate (symptom interferes with or reduces the usual level of activity) and severe (symptom causes substantial impairment of functioning, reduces the usual level of activity, or endangers the patient’s life)"".<br />""At each study site, a treating physician reviewed clinical laboratory results (at this stage we could speculate that the clinical physician could guess the treatment) and assessed treatment-emergent adverse events and safety information,and an independent evaluating physician who was unaware of study-group assignments performed neurologic examinations and determined whether a clinical event fulfilled criteria"".</p>",Low risk,<p>Adverse events were very well descripted but there was no definition to classify them.</p>,Some concerns,"<p>""Randomization was performed with the use of a central system and a computer-generated treatment randomization code, with dynamic<br />allocation by site in permuted blocks of six"".<br />""The demographic and clinical characteristics of the ITT population was generally well balanced across the 3 study groups, although patients receiving 3.5 mg of cladribine per kg had a significatively shorter mean duration of disease "".</p><p>""To maintain the double-blind nature of the study, all patients within a weight range, received the same number of tablets (cladribine or matched placebo)"".<br />Safety analysis excluded 2/3/2 patients in the three groups and were equally distributed.</p><p>Lost at follow up were 4 pz in P group, 8 pz in 3.5 Cladribine group and 11 pt in 5.2 cladribine group; for this reason we think that thery are almost all patients .</p><p>Authors used MeDRA definitions for symptoms, that were reported by at least 10% of the patients in any group. ""Severity of the event was classified according to the following: mild (symptom is easily tolerated); moderate (symptom interferes with or reduces the usual level of activity) and severe (symptom causes substantial impairment of functioning, reduces the usual level of activity, or endangers the patient’s life)"".<br />""At each study site, a treating physician reviewed clinical laboratory results (at this stage we could speculate that the clinical physician could guess the treatment) and assessed treatment-emergent adverse events and safety information,and an independent evaluating physician who was unaware of study-group assignments performed neurologic examinations and determined whether a clinical event fulfilled criteria"".</p><p>Adverse events were very well descripted but there was no definition to classify them.</p>"
4,4,N° of participants with at least one adverse event at the end of follow-up,RR/RP,1,SUBGROUP_AND_OVERALL,Montalban 2018_amended,2018,,,,,119,124,,,36,48,,,20.777269,1.27957,1.082482,1.512542,Amended Protocol,Some concerns,"<p>""A central interactive voice response system was used to allocate patients using a computer-generated treatment randomisation code and treatment groups were assigned with a block size of 6"".<br />There are differences in number of females, number of T1 Gd+ lesions and T2 lesions volume, and probably in the subgroups of MS.</p>",High risk,"<p>The study was double-blind, there was a great non-adherence detailed in figure 1.</p>",Low risk,"<p>The authors describe all reasons for discontinuation during the double-blind period, including AEs, but 8.1% of people in the treatment group and 22.9% in the placebo group authors considered ""other"" reasons, without any better specifications.</p>",Low risk,<p>Authors considered MEDRA classification and provide detailed information on AEs.</p>,Low risk,<p>No concerns about this domain.</p>,High risk,"<p>""A central interactive voice response system was used to allocate patients using a computer-generated treatment randomisation code and treatment groups were assigned with a block size of 6"".<br />There are differences in number of females, number of T1 Gad+ lesions and T2 lesions volume, and probably in the subgroups of MS. The study was double-blind, but there was great non-adherence detailed in figure 1.<br />The authors describe all reasons for discontinuation during the double-blind period, including AEs, but 8.1% of people in the treatment group and 22.9% in the placebo group authors considered ""other"" reasons, not better specified. <br />Authors considered MEDRA classification and provide detailed information on AEs .</p>"
4,4,N° of participants with at least one adverse event at the end of follow-up,RR/RP,1,SUBGROUP_AND_OVERALL,Montalban 2018_original protocol,2018,,,,,33,33,,,8,9,,,12.277728,1.15917,0.890582,1.50876,Original Protocol,Some concerns,"<p>This study is made by two studies and the details on randomization are in the amended study. We consider what authors described in the amended study.<br />For some paramethers there are differences expressed in table1, but despite some differences observed at baseline in the demographics of the ONWARD study between the two subgroups, it should be noted that these differences were not meaningful.</p>",Low risk,"<p>This trial is double blind and ""to mantain blinding all patients within 10Kg weight ranges recieved the same numbers of tablets"".<br />Only 5.9% of patients treated in cladribine 5.25 mg/kg deviated from the protocol.</p>",Low risk,"<p>Data were available for nearly all partecipants, see table 2.</p>",Low risk,<p>All AEs are described in details. Assessors were blind to the treatment.<br /> </p>,Some concerns,<p>In the short test there were no any prespecified analysis of AEs.</p>,Some concerns,"<p>This study is made by two studies and the detailes on randomization are in the amended study, the secod one. We consider what authors described in the amended study.<br />For some paramethers there are differences expressed in table1</p><p>""This trial is double blind and to mantain blinding all patients within 10Kg weight ranges recieved the same numbers of tablets"".<br />Only 5.9% of patients treated in cladribine 5.25 mg/kg deviated from the protocol.</p><p>Data were available for nearly all partecipants, see table 2.</p><p>All AEs are described in detail, assessors were blind to the treatment.<br />In the short test there were no any prespecified analysis of AEs.</p>"
4,4,N° of participants with at least one adverse event at the end of follow-up,RR/RP,1,SUBGROUP_AND_OVERALL,Romine 1999,1999,,,,,2,27,,,1,25,,,0.226527,1.851852,0.178741,19.186141,,Some concerns,"<p>""The stratified groups were randomized in blocks of four to either the placebo arm or the cladribine arm"". No information about allocation are available.</p>",Low risk,"<p>Throughout the study, ""patients, neurologists, nurses, and the neuroradiologist remained blinded to treatment assignment"". </p><p>Only 25 cladribine patients and 19 placebo patients were available for evaluation at the end of 18‐month period; 1 pz cladribine group and 5 patient placebo group interrupted the treatment.</p>",Some concerns,"<p>2 + 5 paticipants withdrown from the trial and we do not know if they had AE.<br />Trial was planned for 18 months; patients were lost form 12 to 18 months and they were unbalanced between the two arms.<br />""During the period from 12 to 18 months, five patients on placebo withdrew: two patients moved out of state, two withdrew for unspecified reasons, and one withdrew because of worsening MS. One patient receiving cladribine also withdrew because of worsening MS"".</p>",High risk,"<p>There is no standard classification of AEs; Authors declare that patients had mild Herpes Zoster infections and no significant other hematological complications.</p><p>Definition of AE is not clear, infact authors give more importance on the hematobiological aspect without considering the real consequences for the patients.</p><p>Probably outcome assessors were blind to treatments.</p>",High risk,<p>In the short test there were no any prespecified analysis of AE.</p>,High risk,"<p>""The stratified groups were randomized in blocks of four to either the placebo arm or the cladribine arm"". <br />No information about allocation are available.<br />""Throughout the study, patients, neurologists, nurses, and the neuroradiologist remained blinded to treatment assignment"".<br />Only ""25 cladribine patients and 19 placebo patients were available for evaluation at the end of 18‐month period""; 1 pz cladribine group and 5 patient placebo group interrupted the treatments. . 2 + 5 paticipants withdrew from the trial and we do not know if they had AE.<br />Trial was planned for 18 months; patients were lost form 12 to 18 months and they were unbalanced between the two arms.<br />During the period from 12 to 18 months, five patients on placebo withdrew: two patients moved out of state, two withdrew for unspecified reasons, and one withdrew because of worsening MS. One patient receiving cladribine also withdrew because of worsening MS.<br />There is no standard classification; Authors declare that patients had ""mild""Herpes Zoster infections and no significant other hematological complications .<br />Definition of AE is not clear, infact authors give more importance on the haemato-biological aspect without considering the real consequences for the patients .<br />In the short test there were no any prespecified analysis of AE</p>"
4,4,N° of participants with at least one adverse event at the end of follow-up,RR/RP,1,SUBGROUP_AND_OVERALL,Stelmasiak 2009,2009,,,,,16,40,,,0,44,,,0.160323,36.219512,2.243664,584.692237,,Some concerns,"<p>""Randomization was performed by blind selection of number-coded patient names and prelabeled, and coded vials of cladribine or placebo (saline) were supplied for administration"".<br />""The randomization process was conducted entirely by the cladribine supplier; thus information was concealed from physicians who enrolled or treated patients in the study"".  There is no baseline table, nor information in the text. In our opinion the lack of information  is a suggestion of some difficulties in the balance of enrolled population.</p>",High risk,"<p>84 patientes were enrolled but data were available only on 80 patiens. 4 patients withdrow from the study in the second year but were not included in the analysis of the first year, while they were still participating in the first year included sudy.&nbsp;</p>",Low risk,"<p>""80 patients (95% of the total) completed the study by November 1997"". ""Two patients in group A withdrew during the second year (while receiving placebo) one because of repeated infections and one for unspecified reasons . One patient in group B withdrew during this second year because he/she did not perceive any improvement in his/her condition. 1 patient from group B committed suicide during the second year, but this was considered to be unrelated to cladribine treatment"".</p>",Low risk,"<p>There has been an attempt of classification but there has been no standard evaluation of AE. Authors only expressed ""Sixteen infections requiring treatment were reported by patients in each group during the year of cladribine therapy"".&nbsp;<br>
 Both the patients and the investigators who performed the neurological assessments were blinded to laboratory data.</p>",Some concerns,"<p>There is no prespecified analysis, ""no episodes of infections were considered serious and all responded to standard antibiotic therapy; most were upper respiratory tract infections"". </p>",High risk,"<p>""Randomization was performed by blind selection of number-coded patient names and prelabeled, and coded vials of cladribine or placebo (saline) were supplied for administration"". The randomization process was conducted entirely by the cladribine supplier; thus information was concealed from physicians who enrolled or treated patients in the study. No baseline table nor information in the text. In our opinion the lack of information (there is no baseline table showing the population) is a suggestion of some difficulties in the balance of enrolled population.<br />""Qualifying patients provided written informed consent and were randomized blindly to group A (cladribine in year 1 and placebo in year 2) or group B (placebo in year 1 and cladribine in year 2)"".<br />84 patientes were enrolled but data were only on 80 patiens. 4 patients withdrow from the study in the second year (after the cross over) but were not included in the analysis of the first year, while they were still participating in the first year included study.<br />""80 patients (95% of the total) completed the study by November 1997"". ""Two patients in group A withdrew during the second year (while receiving placebo) one because of repeated infections and one for unspecified reasons . One patient in group B withdrew during the second year because he/she did not perceive any improvement in his/her condition. 1 patient from group B committed suicide during the second year, but this was considered to be unrelated to cladribine treatment"".<br />There has been an attempt of classification but there has been no standard evaluation. </p><p>Authors only declared ""Sixteen infections requiring treatment were reported by patients in each group during the year of cladribine therapy"".<br />Both the patients and the investigators who performed the neurological assessments were blinded to laboratory data.<br />There is no prespecified analysis, ""no episodes of infections were considered serious and all responded to standard antibiotic therapy; most were upper respiratory tract infections"". </p>"
4,4,N° of participants with at least one adverse event at the end of follow-up,CIS,2,SUBGROUP_AND_OVERALL,Leist 2014,2014,,,,,333,410,,,162,206,,,31.774491,1.032791,0.948596,1.12446,,Low risk,"<p>""Randomisation was done using a central web-based randomisation system and was stratified by geographic region. Masking was maintained nusing a two-physician model (both doctors were masked)"".<br />""Baseline patient demographics and disease characteristics were well balanced across treatment groups"".</p>",High risk,"<p> ""Masking was maintained using a two-physician model (both doctors were masked)"". ""The treating physician supervised study medication administration, and recorded and treated adverse events and MS relapses; the evaluating physician assessed all neurological findings and relapses, and was additionally masked to patient laboratory data"". <br />""Patients were unaware of their treatment assignment"". Paticipants and people delivering intervention probably were aware of intervention after convertion in MS also during the double blind trial treatment period.<br />""Treatment discontinuation in all groups was most commonly for reasons other than adverse events and they were patient’s decision, termination of the trial or programme, or a Health Authority or sponsor request to stop treatment.<br />Another common reason for withdrawal under the category of “other” was not meeting retreatment criteria according to protocol"". </p>",Low risk,"<p>At the end of the study, 24% of the included patients had permanently discontinued treatment, but less than 1% were lost to follow up.</p>",Low risk,"<p>See table 4 where there is a definition of AE ""Overall incidence of TEAEs (safety population), most common TEAEs (reported by ≥5% of patients of the safety population), and frequency of opportunistic infections"".</p>",Low risk,"<p>""Safety endpoints were adverse events and serious adverse events, vital signs, laboratory variables, and concomitant medications and procedures"".</p>",High risk,"<p>""Randomisation was done using a central web-based randomisation system and was stratified by geographic region"". <br />""Baseline patient demographics and disease characteristics were well balanced across treatment groups"".<br />""Masking was maintained using a two-physician model (both doctors were masked)"". ""The treating physician supervised study medication administration, and recorded and treated adverse events and MS relapses; the evaluating physician assessed all neurological findings and relapses, and was additionally masked to patient laboratory data. Patients were unaware of their treatment assignment but paticipants and people delivering intervention probably were awere of intervention after convertion in MS also during the double blind trial treatment period"".<br />""Treatment discontinuation in all groups was most commonly for reasons other than adverse events and they were patient’s decision, termination of the trial or programme, or a Health Authority or sponsor request to stop treatment.<br />Another common reason for withdrawal under the category of “other” was not meeting retreatment criteria according to protocol"". <br />At the end of the study, 24% of included patients had permanently discontinued treatment, but less than 1% were lost to follow up.<br />See table 4 where there is a defnition of AE ""Overall incidence of TEAEs (safety population), most common TEAEs (reported by ≥5% of patients of the safety population), and frequency of opportunistic infections"". Adverse events and laboratory findings were recorded at study visits and at regularly scheduled interim visits.<br />Safety endpoints were adverse events and serious adverse events, vital signs, laboratory variables, and concomitant medications and procedures.</p>"
4,4,N° of participants with at least one adverse event at the end of follow-up,SP/PP,3,SUBGROUP_AND_OVERALL,Janiec 2001,2001,,,,,3,34,,,0,35,,,0.144893,7.2,0.385832,134.358919,,Some concerns,"<p>""The study was designed as a randomised, placebo controlled, double-blind trial"". ""There were 69 patients matched in pairs by age, sex and disease severity"".<br />There is only the statement that the study is randomised, no information about allocation.<br />Partecipants were matched in pairs but no information are available about any differences.</p>",High risk,"<p>There is the statment that the study was double blind, no more information.</p>",Some concerns,<p>It is not possible to understand the number of partecipants who completed the study because they are not reported.</p>,High risk,"<p>There are no definition about adverse event.<br />""Infectious episodes, which are a serious problem in patients with haematological malignancies treated with cladribine, were rare and limited to urinary tract infections and cases of mild herpes zoster responded well to treatment"". ""As the number of urinary tract infections was almost the same in treated and untreated groups we consider them unlikely to be related to cladribine treatment"".</p>",Some concerns,"<p>They produced results in accordance with the prespecified analysis, but we should bear in mind that this is only the lymphocyte levels in different time points.</p>",High risk,"<p>""The study was designed as a randomised, placebo controlled, double-blind trial. There were 69 patients matched in pairs by age, sex and disease severity"".<br />Just the statement that the study is randomised,  partecipants were matched in pairs but no information are available about any differences.<br />There is the statment that the study was double blind. No more information.<br />It is not possible to understand the number of partecipants who completed the study because they are not reported.</p><p>There is no definition for adverse event.<br />""Infectious episodes, which are a serious problem in patients with haematological malignancies treated with cladribine, were rare and limited to urinary tract infections and cases of mild herpes zoster responding well to treatment. As the number of urinary tract infections was almost the same in<br />treated and untreated groups we consider them unlikely to be related to cladribine treatment"".<br />Authors produced results in accordance with the prespecified analysis, but we should bear in mind that this is only the linfocite levels in different time points</p>"
4,4,N° of participants with at least one adverse event at the end of follow-up,SP/PP,3,SUBGROUP_AND_OVERALL,Sipe 1994,1994,,,,,3,27,,,0,24,,,0.146157,6.25,0.339217,115.15481,,High risk,"<p>Initially, 24 pairs of patients ""were matched for age, gender and disease severity"". Each matched pair ""was randomised by the statistician using random number tables, so that one patient was assigned to the cladribine group and the other to the placebo group"" (we do not know which patient started treatment first, number 1 or 2). In our opinion, this mechanism was biased. In addition, the authors replaced 2 patients lost to FU initially attributed to cladribine without considering their pairs with placebo. Demographic characteristics of patients at baseline are shown in Table 1.</p>",High risk,"<p>Throughout the study, ""patients, neurologists, nurses, and the neuro radiologist were unaware of the treatment assigned to each patient"". Cladribine causes no symptoms on infusion and cannot be distinguished from placebo by patients or professional staff.<br />Thre was an investigator who was unblinded <br />There were a few deviations from the stated drug dosages. In the original protocol a total of six monthly doses had been planned, but this was modified to four courses after the study had been initiated because of a greater than expected decline in the platelet count in some patients. ""One patient received five courses before the decision to reduce dosage had been made. One patient received only two courses, and two patients received only three courses because of thrombocytopenia"". At the beginning of the second phase of the study, five patients who were to have received placebo were given a single 0.7 mg/kg of infusion cladribine by error. Separate analysis showed that the response of these patients was not greater than those of the other patients, and the data of these patients have been retained.</p>",High risk,"<p>3 patients on cladribine group and 2 patients on placebo group were lost, ""the percentage of lost people was less than 10%"", but some people were substituted;</p><p>""the loss of these two patients on the initial cladribine arm was not attributed to treatment"" but there are no information on the other patient lost to follow-up.</p><p>In the bibliographyat number 16 (Beutler 1994), there is 1 more patient with hight mielotoxicity and 6 patients with mild mielotoxicity.This means that there is no transparency on reporting outcome events.<br />AE were not showen in a table were there is a classification in severity .</p>",High risk,<p>There is no clinical instrument or definition to evaluate at definite time point the adverse events only blood counts were obtained during drug administration. Less frequent counts were obtained thereafter. Lymphocyte subset evaluation was done monthly during the course of drug administration and less frequently thereafter.</p>,Some concerns,"<p>There is no pre specified analysis plan, there are no details.</p>",High risk,"<p>Throughout the study, patients, neurologists, nurses, and the neuro radiologist were unaware of the treatment assigned to each patient. Cladribine causes no symptoms on infusion and cannot be distinguished from placebo by patients or professional staff.<br />Thre was an investigator who was unblinded.<br />There were a few deviations from the stated drug dosages. In the original protocol a total of six monthly doses had been planned, but this was modified to four courses after the study had been initiated because of a greater than expected decline in the platelet count in some patients. ""One patient received five courses before the decision to reduce dosage had been made"". ""One patient received only two courses, and two patients received only three courses because of thrombocytopenia"". At the beginning of the second phase of the study, five patients who were to have received placebo were given a single 0.7 mg/kg of infusion cladribine by error. Separate analysis showed that the response of these patients was not greater than those of the other patients, and the data of these patients have been retained.</p><p>3 patients on cladribine group and 2 patients on placebo group were lost, the percentage of lost people was less than 10%, but some people were substituted;</p><p>""the loss of these two patients on the initial cladribine arm was not attributed to treatment"" but there are no information on the other patient lost to follow-up.</p><p>In the bibliography at number 16 (Beutler 1994), there is 1 more patient with hight mielotoxicity and 6 patients with mild mielotoxicity. these means that there is no transparency on reporting outcome events.<br />AE were not shown in a table were there is a classification based on severity .</p><p>There is no clinical instrument or definition to evaluate at definite time point the adverse events; only blood counts were obtained during drug administration. Less frequent counts were obtained thereafter. Lymphocyte subset evaluation was done monthly during the course of drug administration and less frequently thereafter.</p><p>There is no pre specified analysis plan, there are no details.</p>"
4,5,N° of participants with at least one relapse at the end of follow-up,RR/RP,1,SUBGROUP_AND_OVERALL,Giovannoni 2010,2010,,,,,184,889,,,171,437,,,100.0,0.528934,0.44452,0.629378,,Some concerns,"<p>""Randomisation was performed with the use of a central system and a computer-generated treatment randomisation code, with dynamic allocation by site in permuted blocks of six"".<br />""The demographic and clinical characteristics of the ITT population were generally well-balanced across the three study groups, although patients receiving 3.5 mg of cladribine/Kg had a shorter significative mean duration of disease"".</p>",Low risk,"<p>""To maintain the double-blind nature of the study, all patients within a weight range received the same number of tablets (cladribine or matched placebo)"".</p>",Low risk,<p>See table 2 in main paper</p>,Low risk,"<p>This is a well validated outocome in MS trials.<br />""An independent evaluating physician, who was unaware of study-group assignments, performed neurologic examinations and determined whether a clinical event fulfilled criteria"".</p>",Low risk,"<p>This is a secondary end point of the study, that was powered to relapse rate and not to people with relapse.</p>",Some concerns,"<p>""Randomization was performed with the use of a central system and a computer-generated treatment randomization code, with dynamic allocation by site in permuted blocks of six"".<br />""The demographic and clinical characteristics of the ITT population was generally well balanced across the 3 study groups, although patients receiving 3.5 mg of cladribine per kg had a significatively shorter mean duration of disease "".</p><p>""To maintain the double-blind nature of the study, all patients within a weight range received the same number of tablets (cladribine or matched placebo)"".</p><p>See table 2 in main paper.</p><p>This is a well validated outcome in MS trials.<br />""An independent evaluating physician, who was unaware of study-group assignments, performed neurologic examinations and determined whether a clinical event fulfilled criteria"".</p><p>This is a secondary end point of the study, that was powered to relapse rate and not to people with relapse.</p>"
4,6,N° of participants with new Gd+ T1 or new/enlarging T2 MRI lesions at the end of follow-up,RR/RP,1,SUBGROUP_AND_OVERALL,Giovannoni 2010,2010,,,,,98,889,,,226,437,,,40.174478,0.213156,0.173201,0.262327,MRI results from Giovannoni 2010 were published in Comi 2013,Some concerns,"<p>""Randomisation was performed with the use of a central system and a computer-generated treatment randomisation code, with dynamic allocation by site in permuted blocks of six"".<br />""The demographic and clinical characteristics of the ITT population were generally well-balanced across the three study groups, although patients receiving 3.5 mg of cladribine/Kg had a shorter significative mean duration of disease"".</p>",Low risk,"<p>""To maintain the double-blind nature of the study, all patients within a weight range received the same number of tablets (cladribine or matched placebo).""<br />MRI scans were balanced across treatment groups.</p>",Low risk,<p>Data were available for this outcome; 85.7 % of patients at weeks 96 had their scans.</p>,Low risk,"<p>New MRI lesions are a common endpoint in MS trials; however, results summarized as the mean number of lesions are harder to interpret clinically than the absolute number (or proportion) of patients with ≥1 new lesion. The corresponding absolute figures are reported in the Supplementary Materials. MRI scans were evaluated centrally by neuroradiologists who were blinded to treatment allocation.</p>",Some concerns,"<p>The investigators assessed per-patient, per-scan lesion counts and enlargement of individual lesion volumes—two outcomes commonly used in MS trials. These results were reported three years after the initial publication, with extensive discussion of subgroup analyses.</p>",Some concerns,"<p>Randomization was conducted centrally using a computer-generated code with dynamic allocation by site in permuted blocks of six, and baseline characteristics were generally well balanced across the three groups (noting a shorter mean disease duration in the 3.5 mg/kg cladribine arm). Blinding was maintained by providing the same number of tablets (active or matched placebo) within weight ranges, and MRI scheduling was balanced across treatment groups. Outcome completeness was high, with 85.7% of patients having scans at week 96. MRI endpoints were assessed centrally by blinded neuroradiologists, limiting measurement bias; although results were summarized as mean lesion counts—which are less clinically interpretable than the absolute proportion of patients with ≥1 new lesion—those absolute figures are available in the Supplementary Materials. The program also evaluated per-patient, per-scan lesion counts and enlargement of individual lesion volumes, with a follow-up report published three years after the primary paper that included extensive subgroup analyses.</p>"
